EC	description	uniprot	transferred
1.14.15.16	Vitamin D(3) 24-hydroxylase.	Q07973 Q64441 Q09128	False
1.14.15.17	Pheophorbide a oxygenase.	Q9FYC2	False
1.14.15.18	Calcidiol 1-monooxygenase.	O15528 O35084 O35132	False
1.14.15.19	C-19 steroid 1-alpha-hydroxylase.		False
1.14.15.20	Heme oxygenase (biliverdin-producing, ferredoxin).		False
1.14.15.21	Zeaxanthin epoxidase.	Q96375 Q40412 O81360 P93236 A0A0K9RDW0 Q9FGC7 C3VEQ2 Q0JCU7	False
1.14.15.22	Vitamin D 1,25-hydroxylase.	P18326	False
1.14.15.23	Chloroacetanilide N-alkylformylase.		False
1.14.15.24	Beta-carotene 3-hydroxylase.	Q9SZZ8 O49815 Q9LTG0 O49814 B3SGL0 Q9SPK6 C3VEQ1 P21688 Q44262 P54973	False
1.14.15.25	p-cymene methyl-monooxygenase.		False
1.14.15.26	Toluene methyl-monooxygenase.		False
1.14.15.3	Alkane 1-monooxygenase.	Q0VKZ3 Q9I0R2 Q0VTH3 Q6H941 O31250 P12691 Q9WWW6	False
1.14.15.4	Steroid 11-beta-monooxygenase.	P15150 Q64408 P15538 P97720 Q29527 Q29552 P15393 P51663 P19099 Q64658 P15539 P30099 P30100 Q92104	False
1.14.15.5	Corticosterone 18-monooxygenase.	P19099 Q64658 P15539 P30099 P30100	False
1.14.15.6	Cholesterol monooxygenase (side-chain-cleaving).	P00189 P79153 Q92045 O46515 P05108 Q2XV99 Q9EPT4 Q9QZ82 Q07217 P10612 Q28827 P14137 P79202	False
1.14.15.7	Choline monooxygenase.	Q93XE1 Q9SZR0 Q9LKN0 O22553 O04121	False
1.14.15.8	Steroid 15-beta-monooxygenase.	Q06069	False
1.14.15.9	Spheroidene monooxygenase.	P17055	False
1.14.16.1	Phenylalanine 4-monooxygenase.	Q2KIH7 P90925 Q9A7V7 P30967 Q54XS1 P17276 P00439 P16331 P43334 Q8XU39 P04176 Q98D72 Q9KLB8	False
1.14.16.2	Tyrosine 3-monooxygenase.	O42091 P17289 A8X3V8 P90986 Q76IQ3 P18459 P07101 P24529 A0A060X6Z0 P11982 P04177 O17446	False
1.14.16.3	Anthranilate 3-monooxygenase.		False
1.14.16.4	Tryptophan 5-monooxygenase.	Q54XS1 P17276 P70080 P17752 P17532 P17290 P09810 Q0EAB8 Q8IWU9 Q2HZ26 Q8CGV2 Q8CGU9 Q92142	False
1.14.16.5	Alkylglycerol monooxygenase.	O17554 Q6NYE4 Q6ZNB7 Q8BS35 A0JPQ8 Q5M8F9	False
1.14.16.6	Mandelate 4-monooxygenase.		False
1.14.16.7	Phenylalanine 3-monooxygenase.		False
1.14.17.1	Dopamine beta-monooxygenase.	P15101 Q68CI2 Q9XTA0 P09172 Q64237 Q05754	False
1.14.17.3	Peptidylglycine monooxygenase.	P08478 P12890 P83388 P10731 P19021 P97467 P14925 Q95XM2 O01404	False
1.14.17.4	Aminocyclopropanecarboxylate oxidase.	Q9ZUN4 Q09052 Q04644 Q76NT9 A6BM06 P31238 Q00985 A2Z1W9 Q0J1C1 Q08506 P05116 Q41931 Q39705 O48882 P07920 O65378 P54847 Q08507 Q06588 Q08508 P24157 Q0WPW4 P31237 Q9ZQZ1 P31528 Q8S932 Q9FR99 P31239 P19464 Q9MB94 Q43792	False
1.14.18.1	Tyrosinase.	Q00024 O42713 Q9V521 C7FF04 Q8I1F6 Q9W1V6 C0HJM0 C7FF05 Q27451 O44249 P85046 Q27452 Q25519 Q8J130 Q00234 Q8MIU0 P54834 P55024 Q08410 P55033 Q9BDE0 P14679 P11344 P00440 P55025 Q0MVP0 Q04604 P55026 A7BHQ9 Q92396 P33180 P07524 P06845 P55022 P55023 B8NM74	False
1.14.18.2	CMP-N-acetylneuraminate monooxygenase.	Q95V11 Q9WV23 Q6GML1 Q8MJC8 Q9TUJ2 Q61419 Q8MJD0 O97598 O19074 Q8MJC6 Q8AVF5	False
1.14.18.3	Methane monooxygenase (particulate).	Q607G3 G1UBD1	False
1.14.18.4	Phosphatidylcholine 12-monooxygenase.	Q41131	False
1.14.18.5	Sphingolipid C4-monooxygenase.	Q0II71 G5EC63 Q6QHC5 Q8R2F2 Q564G3 Q8VYI1 Q9AST3	False
1.14.18.6	4-hydroxysphinganine ceramide fatty acyl 2-hydroxylase.		False
1.14.18.7	Dihydroceramide fatty acyl 2-hydroxylase.	O48916 Q9SUC5	False
1.14.18.8	7-alpha-hydroxycholest-4-en-3-one 12-alpha-hydroxylase.	Q9UNU6 O88962 O02766	False
1.14.18.9	Methylsterol monooxygenase.	Q5ZLL6 Q7ZW77 Q15800 Q4R4Q4 Q9CRA4 Q6UGB2 Q5R574 O35532 Q55D52 Q55D54 O59933 Q9UUH4 P53045 Q8L7W5 Q1EC69 F4JLZ6 Q9ZW22 Q8VWZ8	False
1.14.19.1	Stearoyl-CoA 9-desaturase.	Q12618 O94523 P21147 P13516 P07308 P13011 Q6P7B9 Q9TT94 Q95MI7 Q92038 O00767 Q64420 O02858 O62849 A0A0C5Q309 Q6T707 Q2KIA4 Q86SK9	False
1.14.19.10	Icosanoyl-CoA 5-desaturase.	Q9FV68	False
1.14.19.11	Acyl-[acyl-carrier-protein] 4-desaturase.	E3PZS1 E3PZS3 E3PZS2 E3PZS0 E3PZR9 P32063	False
1.14.19.12	Acyl-lipid omega-(9-4) desaturase.	Q2HWK7	False
1.14.19.13	Acyl-CoA 15-desaturase.	Q594P3	False
1.14.19.14	Linoleoyl-lipid Delta(9) conjugase.	Q9FPP8 Q9FPP7	False
1.14.19.15	(11Z)-hexadec-11-enoyl-CoA conjugase.	Q75PL7	False
1.14.19.16	Linoleoyl-lipid Delta(12) conjugase (11E,13Z-forming).	Q84UB8 Q84UC0	False
1.14.19.17	Sphingolipid 4-desaturase.	Q3ZBY7 O44186 Q5F3C1 O15121 Q6UQ04 O09005 Q5RE51 Q5XIF5 Q68FB8 Q0II71 G5EC63 Q6QHC5 Q8R2F2 Q564G3 Q5AJX2 C4R613 O59715 Q9ZPH4 Q6H5U3	False
1.14.19.18	Sphingolipid 8-(E)-desaturase.	Q5AEK8 Q6CMK7 Q8NKG8 C4QVU3 Q8NKG9	False
1.14.19.19	Sphingolipid 10-desaturase.	Q4G2T3	False
1.14.19.2	Stearoyl-[acyl-carrier-protein] 9-desaturase.	Q9LF04 E3PZS1 B8A7A3 Q8LJJ9 Q9M881 E3PZS3 E3PZS2 A2WYF4 Q8S059 Q9LF05 Q9M880 Q9M879 A2XSL4 Q40731 Q84VY3 O22832 Q01771 P29108 P22243 O24428 Q42770 Q96456 P32062 Q43593 P22337 Q01753 Q41319 P46253 Q42807 P28645	False
1.14.19.20	Delta(7)-sterol 5(6)-desaturase.	O94457 O13666 Q754B9 O93875 Q8NJ57 P50860 Q8J207 Q7SBB6 P32353 Q39208 Q9M883 O75845 O88822 Q9EQS5 Q9ZT29	False
1.14.19.21	Cholesterol 7-desaturase.	Q17938	False
1.14.19.22	Acyl-lipid omega-6 desaturase (cytochrome b5).	P46313	False
1.14.19.23	Acyl-lipid (n+3)-(Z)-desaturase (ferredoxin).	P46312 P48627 P48628 P48629	False
1.14.19.24	Acyl-CoA 11-(E)-desaturase.		False
1.14.19.25	Acyl-lipid omega-3 desaturase (cytochrome b5).	P48623 P48624 Q59J82	False
1.14.19.26	Acyl-[acyl-carrier-protein] 6-desaturase.	Q41510	False
1.14.19.27	sn-2 palmitoyl-lipid 9-desaturase.		False
1.14.19.28	sn-1 stearoyl-lipid 9-desaturase.		False
1.14.19.29	Sphingolipid 8-(E/Z)-desaturase.	Q9ZRP7 Q9FR82 Q43469 Q3EBF7	False
1.14.19.3	Acyl-CoA 6-desaturase.	Q9DEX7 O95864 A0A0C5PRW9 Q08871	False
1.14.19.30	Acyl-lipid (8-3)-desaturase.	O74212 A9SIZ6 A4KDP0 Q8S3C1 O96099	False
1.14.19.31	Acyl-lipid (7-3)-desaturase.	I2CYZ4 Q6VPV2 Q6WNG7 A0PJ29 Q8S3C0	False
1.14.19.32	Palmitoyl-CoA 14-(E/Z)-desaturase.		False
1.14.19.33	Delta(12) acyl-lipid conjugase (11E,13E-forming).	Q9SP62 Q9SP61 Q8GZC2	False
1.14.19.34	Acyl-lipid (9+3)-(E)-desaturase.	Q6RS95 Q8GZC2	False
1.14.19.35	sn-2 acyl-lipid omega-3 desaturase (ferredoxin).	P46310 Q56VS4 P48622	False
1.14.19.36	sn-1 acyl-lipid omega-3 desaturase (ferredoxin).		False
1.14.19.37	Acyl-CoA 5-desaturase.	P0DOW2 P0DOW3	False
1.14.19.38	Acyl-lipid Delta(6)-acetylenase.	Q9LEN0	False
1.14.19.39	Acyl-lipid Delta(12)-acetylenase.	O81931	False
1.14.19.41	Sterol 22-desaturase.	O64697 O64698 Q9ZV29 Q9ZV28 Q1T7C2 P54781	False
1.14.19.44	Acyl-CoA (8-3)-desaturase.		False
1.14.19.48	Tert-amyl alcohol desaturase.		False
1.14.19.49	Tetracycline 7-halogenase.	A0A1E7MYN1	False
1.14.19.50	Noroxomaritidine synthase.	A0A140IL90	False
1.14.19.51	(S)-corytuberine synthase.	A8CDR5	False
1.14.19.52	Camalexin synthase.	Q9LW27	False
1.14.19.53	All-trans-retinol 3,4-desaturase.	A8WGA0 Q4G0S4 P0DOX0	False
1.14.19.6	Acyl-CoA (9+3)-desaturase.	Q54794 P20388 Q9Y8H5 P59668 Q8GZC3 P46313	False
1.14.19.8	Pentalenolactone synthase.	E3VWJ9 E3VWI3	False
1.14.19.9	Tryptophan 7-halogenase.	P95480 Q8KHZ8	False
1.14.20.1	Deacetoxycephalosporin-C synthase.	Q03047 P18548 P11935	False
1.14.20.3	(5R)-carbapenem-3-carboxylate synthase.	Q9XB59	False
1.14.21.1	(S)-stylopine synthase.	Q50LH3 Q50LH4 B1NF19	False
1.14.21.10	Fumitremorgin C synthase.	B9WZX4 Q4WAW8 A1DA63	False
1.14.21.11	(-)-pluviatolide synthase.		False
1.14.21.12	(S)-nandinine synthase.		False
1.14.21.2	(S)-cheilanthifoline synthase.	B5UAQ8 B1NF20	False
1.14.21.3	Berbamunine synthase.	P47195	False
1.14.21.4	Salutaridine synthase.	B1NF18	False
1.14.21.5	(S)-canadine synthase.	Q948Y1	False
1.14.21.7	Biflaviolin synthase.	Q9KZF5 Q9FCA6	False
1.14.21.8	Pseudobaptigenin synthase.		False
1.14.21.9	Mycocyclosin synthase.	P9WPP6 P9WPP7	False
1.14.99.1	Prostaglandin-endoperoxide synthase.	O62664 Q8HZR1 P23219 P22437 O97554 Q63921 P05979 O62698 P70682 P27607 O19183 P35354 Q05769 O62725 O02768 P35355 P79208	False
1.14.99.10	Transferred entry: 1.14.14.16	P00191 Q8WNW0 Q2LCM1 Q2LA60 P08686 Q2LA59 P03940 P15540 Q64562	True
1.14.99.11	Estradiol 6-beta-monooxygenase.		False
1.14.99.12	Androst-4-ene-3,17-dione monooxygenase.		False
1.14.99.13	Transferred entry: 1.14.13.23	Q6SSJ6	True
1.14.99.14	Progesterone 11-alpha-monooxygenase.		False
1.14.99.15	4-methoxybenzoate monooxygenase (O-demethylating).	Q6N8N2	False
1.14.99.16	Transferred entry: 1.14.18.9	Q5ZLL6 Q7ZW77 Q15800 Q4R4Q4 Q9CRA4 Q6UGB2 Q5R574 O35532 Q55D52 Q55D54 O59933 Q9UUH4 P53045 Q8L7W5 Q1EC69 F4JLZ6 Q9ZW22 Q8VWZ8	True
1.14.99.17	Transferred entry: 1.14.16.5	O17554 Q6NYE4 Q6ZNB7 Q8BS35 A0JPQ8 Q5M8F9	True
1.14.99.18	Deleted entry.		False
1.14.99.19	Plasmanylethanolamine desaturase.		False
1.14.99.2	Kynurenine 7,8-hydroxylase.		False
1.14.99.20	Phylloquinone monooxygenase (2,3-epoxidizing).		False
1.14.99.21	Latia-luciferin monooxygenase (demethylating).		False
1.14.99.22	Ecdysone 20-monooxygenase.	Q9VUF8	False
1.14.99.23	3-hydroxybenzoate 2-monooxygenase.		False
1.14.99.24	Steroid 9-alpha-monooxygenase.		False
1.14.99.25	Transferred entry: 1.14.19.3	Q9DEX7 O95864 A0A0C5PRW9 Q08871	True
1.14.99.26	2-hydroxypyridine 5-monooxygenase.		False
1.14.99.27	Transferred entry: 1.17.3.4		True
1.14.99.28	Transferred entry: 1.14.13.151	Q59723	True
1.14.99.29	Deoxyhypusine monooxygenase.	Q2QXB3 Q2QLW3 Q94JW0 Q752Z8 A1CED0 Q4WHG5 A2QXL3 Q2UMQ8 Q0VC53 Q17949 Q59Z14 Q6FUV3 Q2H0C0 Q5ZIP3 Q1E9L2 P0CN11 P0CN10 Q7ZUX6 Q6BKA6 Q556G4 Q9V9U4 Q297S2 Q5AW32 Q8SV71 Q4HZ35 Q9BU89 Q6CV81 D9IFD5 Q96WP5 Q99LN9 A1DFW7 Q7S891 Q0UHL8 A5JZ19 Q5PPJ4 Q9P6K9 Q4PHU4 Q66KT3 Q6CHJ7 P47120	False
1.14.99.34	Monoprenyl isoflavone epoxidase.		False
1.14.99.35	Thiophene-2-carbonyl-CoA monooxygenase.		False
1.14.99.37	Taxadiene 5-alpha-hydroxylase.	Q6WG30	False
1.14.99.38	Cholesterol 25-hydroxylase.	O95992 Q9Z0F5 Q4G1G8 Q4QQV7	False
1.14.99.39	Ammonia monooxygenase.	Q04507 Q04508	False
1.14.99.4	Progesterone monooxygenase.		False
1.14.99.40	Transferred entry: 1.13.11.79	Q92PC8 P0CY55 D5AV14 Q2RNG5	True
1.14.99.41	Transferred entry: 1.13.11.75	P74334	True
1.14.99.42	Transferred entry: 1.13.11.84	Q84K96	True
1.14.99.43	Beta-amyrin 24-hydroxylase.	Q9XHC6	False
1.14.99.44	Diapolycopene oxygenase.	Q4VKU9	False
1.14.99.45	Carotene epsilon-monooxygenase.	Q6TBX7	False
1.14.99.46	Pyrimidine monooxygenase.	Q6FFZ7 P58759 B9JLT9 B9K4P2 A5EB33 B0SW63 D5VGV4 Q9A4N2 B8H1Q4 A7ME52 C9Y0S7 C8U5H4 C8UMM8 A7ZKB7 C8TNC2 B7UNZ5 D3H125 B7MIF9 B7LFC2 Q8XAU1 B5YU53 C6UPN4 B7NLB4 B7MTF5 B7M8Z7 C6EHJ5 C6UFC3 C4ZQE0 D3QPK5 C9QZ64 B1X9D3 A7ZYW7 A1A9R7 D5CZH2 Q0TJ55 Q8FJ41 B1IV85 P75898 B7N3G8 D2NGI9 B6I988 B1LIZ3 Q1RDK5 A4W925 D5CE32 D0LI58 B5XXN0 A6T7A2 D3RKL0 B7KWT7 C5B0U9 C7CM36 A9W3I1 B1ZB15 B1M6B9 D4GEU4 Q48MQ4 Q4ZXR7 A4VQH4 A8GCT6 Q32HQ0 D2AC43 Q0T622 Q83LK6 C5CN79 A1JMY1	False
1.14.99.47	(+)-larreatricin hydroxylase.	Q6UIL3	False
1.14.99.48	Heme oxygenase (staphylobilin-producing).	Q2FHU5 Q2FZE2 Q5HGU8 A6QG37 Q99UW8 Q7A649 Q6GHV0 Q6GA79 Q8NX62 Q2FK96 Q2G1J2 Q5HJK5 A6QDF1 Q99X56 Q7A827 Q6GKE0 Q6GCW1 Q7A1Y8 A7WXE5 Q2YX89 A8Z1R5 Q5HM56 Q8CRK4 Q4L849 Q49ZB8	False
1.14.99.49	2-hydroxy-5-methyl-1-naphthoate 7-hydroxylase.	Q84HB6	False
1.14.99.50	Gamma-glutamyl hercynylcysteine S-oxide synthase.	A0R5N0 G7CFI3 Q7D513 O69671	False
1.14.99.51	Hercynylcysteine S-oxide synthase.	Q7RX33 O94632	False
1.14.99.52	L-cysteinyl-L-histidinylsulfoxide synthase.		False
1.14.99.53	Lytic chitin monooxygenase.		False
1.14.99.54	Lytic cellulose monooxygenase (C1-hydroxylating).		False
1.14.99.55	Lytic starch monooxygenase.		False
1.14.99.56	Lytic cellulose monooxygenase (C4-dehydrogenating).		False
1.14.99.57	Heme oxygenase (mycobilin-producing).		False
1.14.99.58	Heme oxygenase (biliverdin-IX-beta and delta-forming).		False
1.14.99.59	Tryptamine 4-monooxygenase.	P0DPA7	False
1.15.1.1	Superoxide dismutase.	E3YBA4 Q94EG3 Q9SPV5 O50258 P13926 P15107 Q5AD05 D4B5D4 Q5AD07 Q5ACV9 Q3MSU9 O67149 P24704 Q42611 O42724 Q55GQ5 P93258 P80740 A2XGP6 Q0DRV6 E8XDJ8 P0CW86 P14830 O66602 O78310 Q42612 P82902 Q54RN1 P11428 O49044 Q8L5E0 P28757 P29428 Q43779 Q9FK60 Q54RQ1 Q54TU5 P23345 Q54G70 P23346 Q54TW8 O65198 P93407 P11964 P10792 P29427 P81082 P24707 P36214 O04997 P14831 P07505 O65199 O65175 P24702 Q59081 Q9SQL5 Q751L8 Q8X1S6 Q9Y8D9 Q12548 A2QMY6 P85978 Q877B5 P82205 Q52RN5 Q70Q35 P00442 P09678 P15453 P66826 P41962 P66827 A8XCP3 P34697 Q8HXP8 H6BDU4 O59924 Q6FWL5 Q8WNN6 O22373 Q5FB29 P80174 O65768 P20379 P33431 P28755 O46412 P80566 Q07182 Q96VL0 O94178 Q8J0N2 Q9C0N4 O73872 Q9RU48 P54407 Q9U4X4 P61853 Q95081 P61851 Q95079 Q95085 Q9U4X5 Q95087 Q95088 Q95086 P61854 P61852 Q9U4X2 Q95095 P10791 P41973 Q9U4X3 P0AGD2 P0AGD1 Q9HEY7 Q59448 Q27666 Q59452 P25842 P81926 P00443 P34936 P00441 P83684 Q8HXQ3 Q07796 Q8J0N3 Q6CPE2 P81036 Q5ZT17 P69049 P23417 Q8HXQ1 Q8HXQ2 Q8HXQ0 Q51853 P08228 P0A609 Q9CBI6 Q9AGW2 P9WGE8 P9WGE9 P57005 Q59623 P07509 P27082 P24705 O12933 P24706 O22668 P60052 P83129 Q59689 O49073 Q90023 Q02610 P00446 P04178 P24669 Q711T9 Q6T3B0 Q8HXQ4 P11418 P09212 P07632 O68901 Q8HXP9 Q01137 P28758 P09670 O04996 Q7M1R5 P22233 P81163 Q0IIW3 P03946 Q6C662 P00445 O65174 C0HK70 P41963 P34461 P41974 Q7JR71 P51547 P08294 O09164 Q07449 P41975 Q08420 P16026 P21276 Q5VRL3 Q9LU64 Q5VSB7 Q9FMX0 Q9P9L3 Q9Y8H8 P83157 O67470 Q9X6W9 O15905 P53638 O35023 P37369 D3KVM5 P53639 Q0PBW9 A1VXQ2 P19685 P83707 P0AGD5 P0AGD4 P0AGD3 P34107 Q9ZKE6 P43312 P31108 P50061 P23744 P18868 Q60036 Q7TVI9 P9WGE6 P9WGE7 P22302 Q8YSZ1 P81527 P09213 Q8IAY6 Q9TW89 Q27740 Q9Y1B0 Q9Y1A9 P19665 P53641 P84612 Q88PD5 P09223 O93724 Q9XD74 O30970 Q1RH88 Q92HJ3 Q4ULI1 Q9ZD15 Q68WK0 P0A2F5 P0A2F4 P0AGD6 P28759 O51917 Q08713 P80857 P18655 P77968 P19666 O81235 Q81LW0 Q818I1 P31161 O08461 P09737 Q03300 P50058 P09233 Q2FGH0 P0A0J3 Q2YT26 Q5HFK7 P0A0J1 P99098 Q6GGE6 Q6G913 P0A0J2 Q9LYK8 Q81JK8 Q814I6 P41977 O08460 P09224 Q03301 P50059 P41978 Q2FKC6 Q2G261 Q2YUU9 Q5HJN5 P66830 P66831 Q6GKH2 Q6GCZ1 P66832 P50060 P41979 P41980 Q59094 Q9P4T6 P86254 P83289 Q92450 Q877B6 P28760 P83076 Q9KD10 P54375 O30563 P53642 P41976 P28761 P57286 Q8K9V4 Q89AR7 Q8HXP0 O13401 P54712 O49066 P49114 O96347 Q9PKA0 Q9Z9C4 Q42684 O84296 P42821 P17550 Q6BQZ1 Q9RUV2 P11419 Q55BJ9 Q00637 P66828 P00448 Q838I4 P28762 Q92429 P00449 Q694A3 O30826 P43725 O08459 Q03302 P35017 Q9XS41 P28524 P04179 Q8HXP5 P0A4J1 P0A4J2 Q92BR6 P28763 P28764 P36215 Q8HXP3 Q8HXP4 Q8HXP2 Q5FB30 Q59679 P09671 P47201 P53643 P53644 Q59519 P46728 P50912 P13367 O86165 P53645 P53646 P53647 P53648 A0R652 P50913 P80582 P53649 P53650 Q9Y783 P11796 P53651 P41981 Q43008 P28765 Q8HXP7 P28766 Q9CPN6 P27084 O75007 P28767 P28768 Q8HXP6 P80293 Q9SM64 P53652 P77929 P41982 P22799 P07895 Q8Z2V9 P43019 Q8HXP1 Q9UQX0 P66829 Q9F326 Q8VQ15 Q5HNZ5 P0C0Q6 Q4L6Q3 Q49XZ6 Q9K4V3 P0A4J3 P0A4J4 P0A4J5 O33603 O33605 O54210 P80733 O54233 O33686 P09738 O54263 P0C0I1 P0DF72 Q5XBF8 Q8P0D4 O33756 P0A4J6 O54266 P0DF73 P0C0I0 P0A4J7 O33783 P53653 P61502 P61503 Q7SIC3 P0C0F9 P0C0F8 P00447 P53655 P80735 P80732 P80734	False
1.16.3.1	Ferroxidase.	O50171 P0A0R2 P56998 P0A0R1 A0R647 H8F1Z2 P9WNE4 P9WNE5 P22759 P49944 Q8FW95 Q93PP9 P0ABD4 P0ABD3 P43314 P63698 P43315 P45430 P9WPQ8 P9WPQ9 P13570 Q9HWF9 P77930 Q59738 O68926 O68935 Q9S2N0 P24602 P00450 Q61147 P13635 Q9XT27 Q9ZR07 Q05B87 Q9TY03 Q54C45 Q9W385 Q16595 Q8HXX9 O35943 D3ZYW7 O74831 Q07540 Q39101 Q96540 P07229 P29036 P19975 P19976 Q8RX97 Q9SRL5 P07798 P29390 P83445 Q94IC4 Q8H1T3 Q41709 Q9LYN2 Q948P6 O65100 Q9S756 Q948P5 P25319 P25320 Q7SXA6 P49948 P17663 P80145 O46414 Q95MP7 P08267 P29389 O46119 Q2MHN2 Q8MIP0 P02794 P09528 P19130 Q5R8J7 P85838 P25915 P19132 P49946 P18685 P85837 Q9XT73 P85836 P85839 P49947 P85835 P42577 P42578 P41822 Q94FY2 Q26061 P25699 Q2YDI9 Q8N4E7 Q9D5H4 I6WZK7	False
1.16.3.3	Manganese oxidase.		False
1.17.3.1	Pteridine oxidase.		False
1.17.3.2	Xanthine oxidase.	P80457 P47990 Q9MYW6 P47989 Q00519 P22985	False
1.17.3.3	6-hydroxynicotinate dehydrogenase.		False
1.17.3.4	Juglone 3-hydroxylase.		False
1.2.2.4	Carbon-monoxide dehydrogenase (cytochrome b-561).		False
1.2.3.1	Aldehyde oxidase.	Q7XH05 Q852M1 Q852M2 Q69R21 P48034 H9TB17 Q06278 Q5FB27 O54754 P80456 Q9Z0U5 H9TB19 C4NYZ3 Q5SGK3 Q5QE78 G3X982 Q5QE80 H9TB18 Q3TYQ9 Q5QE79 Q960A1 Q9FYG4 Q01772 Q3HRQ2	False
1.2.3.10	Deleted entry.		False
1.2.3.11	Transferred entry: 1.2.3.1	Q7XH05 Q852M1 Q852M2 Q69R21 P48034 H9TB17 Q06278 Q5FB27 O54754 P80456 Q9Z0U5 H9TB19 C4NYZ3 Q5SGK3 Q5QE78 G3X982 Q5QE80 H9TB18 Q3TYQ9 Q5QE79 Q960A1 Q9FYG4 Q01772 Q3HRQ2	True
1.2.3.12	Transferred entry: 1.14.13.82	P12609 O05616	True
1.2.3.13	4-hydroxyphenylpyruvate oxidase.		False
1.2.3.14	Abscisic-aldehyde oxidase.	Q7G9P4	False
1.2.3.15	(Methyl)glyoxal oxidase.		False
1.2.3.3	Pyruvate oxidase.	P37063 Q54970	False
1.2.3.4	Oxalate oxidase.	P15290 P26759 P45850 P45851	False
1.2.3.5	Glyoxylate oxidase.		False
1.2.3.6	Pyruvate oxidase (CoA-acetylating).		False
1.2.3.7	Indole-3-acetaldehyde oxidase.	Q7G193 O23887 Q7G192 O23888 Q7G9P4 Q7G191	False
1.2.3.8	Pyridoxal oxidase.		False
1.2.3.9	Aryl-aldehyde oxidase.		False
1.21.3.1	Isopenicillin-N synthase.	P05189 P27744 P05326 P16020 Q48739 P08703 P10621 Q53932 Q54243 P18286 P12438	False
1.21.3.2	Columbamine oxidase.		False
1.21.3.3	Reticuline oxidase.	P30986 P93479	False
1.21.3.4	Sulochrin oxidase ((+)-bisdechlorogeodin-forming).		False
1.21.3.5	Sulochrin oxidase ((-)-bisdechlorogeodin-forming).		False
1.21.3.6	Aureusidin synthase.	Q9FRX6	False
1.21.3.8	Cannabidiolic acid synthase.	A6P6V9	False
1.21.98.2	Dichlorochromopyrrolate synthase.	Q8KHV6	False
1.3.3.10	Tryptophan alpha,beta-oxidase.		False
1.3.3.11	Pyrroloquinoline-quinone synthase.	Q49150 Q6F9J1 B7H2Y2 B7I6M6 B2I0I3 B0VQD5 B0V496 P07780 A5FUM6 B9JJ30 C1DEW7 Q89FG3 A4YZY5 A7MN58 B2VL12 Q9L3B2 Q0BQS6 B5XX60 A6T9H1 P27505 Q50438 Q48CT5 B7VAB8 Q02LD4 Q9I2C2 Q1IG47 A4XTR2 A5VXG6 B0KJ68 P55173 Q88QV6 B1JDZ8 Q88A82 Q4ZMC3 Q9EXV0 Q6N8F5 B3QBT0 A3PMI4 Q3IZR5 A4WPI0 B9KMC3 Q5LTB2 Q8PHY3 Q3BQI6 Q4UXI2 B0RQ27 Q8P6M9 Q2P4Y7 B2SSW1 Q5H233	False
1.3.3.12	L-galactonolactone oxidase.		False
1.3.3.13	Albonoursin synthase.	Q8GED9	False
1.3.3.14	Aclacinomycin-A oxidase.	Q0PCD7	False
1.3.3.15	Coproporphyrinogen III oxidase (coproporphyrin-forming).		False
